facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler,n_test,n_cal,picp_ci_lo,picp_ci_hi,n_crossings_cal,n_crossings_test
1,False,y_t+15min,0.95,CQR,1.0,0.0,0.0,1015,760,,,0.0,0.0
1,False,y_t+15min,0.95,ACQR,1.0,0.0,0.0,1015,760,,,0.0,0.0
1,False,y_t+30min,0.8,split-CP,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.8,ACI,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.85,split-CP,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.85,ACI,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.9,split-CP,1.0,0.0,0.0,1012,754,1.0,1.0,,
1,False,y_t+30min,0.9,ACI,1.0,0.0,0.0,1012,754,1.0,1.0,,
1,False,y_t+30min,0.95,split-CP,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.95,ACI,1.0,0.0,0.0,1012,754,,,,
1,False,y_t+30min,0.9,CQR,1.0,0.0,0.0,1012,754,1.0,1.0,0.0,0.0
1,False,y_t+30min,0.9,ACQR,1.0,0.0,0.0,1012,754,1.0,1.0,0.0,0.0
1,False,y_t+30min,0.95,CQR,1.0,0.0,0.0,1012,754,,,0.0,0.0
1,False,y_t+30min,0.95,ACQR,1.0,0.0,0.0,1012,754,,,0.0,0.0
2,True,y_t+5min,0.8,split-CP,0.8780727630285152,7.311952380952346,9.771042390236568,1017,764,,,,
2,True,y_t+5min,0.8,ACI,0.7984267453294002,5.17501863250192,8.355983629075325,1017,764,,,,
2,True,y_t+5min,0.85,split-CP,0.9075712881022616,8.486309523809496,10.937898785028406,1017,764,,,,
2,True,y_t+5min,0.85,ACI,0.8466076696165191,6.147391482247678,9.58175901391118,1017,764,,,,
2,True,y_t+5min,0.9,split-CP,0.9360865290068828,10.046373015872971,12.552211759870548,1017,764,0.9117063492063492,0.9563492063492064,,
2,True,y_t+5min,0.9,ACI,0.8967551622418879,7.505634643007312,11.422608103557469,1017,764,0.8670634920634921,0.91765873015873,,
2,True,y_t+5min,0.95,split-CP,0.9655850540806292,12.492988095238053,15.178820166950189,1017,764,,,,
2,True,y_t+5min,0.95,ACI,0.943952802359882,9.972227839570028,14.364589961042276,1017,764,,,,
2,True,y_t+5min,0.9,CQR,0.9233038348082596,6.97460994255833,9.626931671139294,1017,764,0.9017857142857144,0.941468253968254,18.0,5.0
2,True,y_t+5min,0.9,ACQR,0.895771878072763,7.203491611721105,9.744376074416309,1017,764,0.8819444444444444,0.9087301587301588,18.0,5.0
2,True,y_t+5min,0.95,CQR,0.968534906588004,10.457442580362414,12.855194416308152,1017,764,,,0.0,0.0
2,True,y_t+5min,0.95,ACQR,0.9419862340216324,9.382943218887595,12.62644224235125,1017,764,,,0.0,0.0
2,True,y_t+15min,0.8,split-CP,0.8522167487684729,14.895214285714246,20.78761990951029,1015,760,,,,
2,True,y_t+15min,0.8,ACI,0.7931034482758621,11.897644931723994,19.002972241296376,1015,760,,,,
2,True,y_t+15min,0.85,split-CP,0.8955665024630541,17.862587301587272,23.24965584139146,1015,760,,,,
2,True,y_t+15min,0.85,ACI,0.8384236453201971,13.1428853102927,21.17006386177832,1015,760,,,,
2,True,y_t+15min,0.9,split-CP,0.934975369458128,22.070281746031696,26.596532078348563,1015,760,0.9087301587301588,0.9583333333333334,,
2,True,y_t+15min,0.9,ACI,0.8886699507389163,15.94900199342712,25.020959179645388,1015,760,0.8571428571428571,0.9146825396825397,,
2,True,y_t+15min,0.95,split-CP,0.967487684729064,27.3464166666667,31.490574562775308,1015,760,,,,
2,True,y_t+15min,0.95,ACI,0.9379310344827586,20.835512611216554,30.986627970770314,1015,760,,,,
2,True,y_t+15min,0.9,CQR,0.9103448275862068,16.045712541627385,21.64316392978546,1015,760,0.8829365079365079,0.9365079365079364,1.0,0.0
2,True,y_t+15min,0.9,ACQR,0.8886699507389163,16.375418287470165,22.565361379572938,1015,760,0.871031746031746,0.9067460317460316,1.0,0.0
2,True,y_t+15min,0.95,CQR,0.9566502463054188,20.530242016290813,26.166126473407644,1015,760,,,0.0,5.0
2,True,y_t+15min,0.95,ACQR,0.9339901477832512,20.30633182906608,27.56834859190157,1015,760,,,0.0,5.0
2,True,y_t+30min,0.8,split-CP,0.8606719367588933,22.9056335978836,31.159775320282485,1012,754,,,,
2,True,y_t+30min,0.8,ACI,0.7835968379446641,16.936862950733207,28.61070582358924,1012,754,,,,
2,True,y_t+30min,0.85,split-CP,0.892292490118577,27.52270899470897,34.722118045254405,1012,754,,,,
2,True,y_t+30min,0.85,ACI,0.8290513833992095,20.02406947099765,31.748839094085536,1012,754,,,,
2,True,y_t+30min,0.9,split-CP,0.933794466403162,34.44574999999998,39.53175969106649,1012,754,0.8948412698412699,0.9652777777777778,,
2,True,y_t+30min,0.9,ACI,0.8754940711462451,24.119585354058973,37.023523093276005,1012,754,0.8402777777777778,0.9027777777777778,,
2,True,y_t+30min,0.95,split-CP,0.991106719367589,47.96896873235459,48.851786898487966,1012,754,,,,
2,True,y_t+30min,0.95,ACI,0.9229249011857708,28.67834655285688,44.79739981097337,1012,754,,,,
2,True,y_t+30min,0.9,CQR,0.9426877470355732,27.69033301709838,33.32295051524661,1012,754,0.9136904761904762,0.9652777777777778,0.0,2.0
2,True,y_t+30min,0.9,ACQR,0.8745059288537549,26.38405601534968,37.14641298288644,1012,754,0.8442460317460317,0.8978174603174603,0.0,2.0
2,True,y_t+30min,0.95,CQR,0.9762845849802372,37.72618752135846,42.99076989754784,1012,754,,,0.0,0.0
2,True,y_t+30min,0.95,ACQR,0.9209486166007904,31.23570289159153,47.8017961248778,1012,754,,,0.0,0.0
3,True,y_t+5min,0.8,split-CP,0.8289085545722714,5.390944801647611,9.364417351394737,1017,764,,,,
3,True,y_t+5min,0.8,ACI,0.7944936086529006,4.973151507793347,8.09012442575815,1017,764,,,,
3,True,y_t+5min,0.85,split-CP,0.872173058013766,6.547700530318395,10.613510964103268,1017,764,,,,
3,True,y_t+5min,0.85,ACI,0.8456243854473943,5.783182215118178,9.149389200589336,1017,764,,,,
3,True,y_t+5min,0.9,split-CP,0.903638151425762,7.972531190835657,12.377938400072743,1017,764,0.8690476190476191,0.9375,,
3,True,y_t+5min,0.9,ACI,0.895771878072763,6.8684492598792,10.526070150860466,1017,764,0.8670634920634921,0.9196428571428572,,
3,True,y_t+5min,0.95,split-CP,0.9429695181907572,10.032670769063968,15.50227854793427,1017,764,,,,
3,True,y_t+5min,0.95,ACI,0.9449360865290068,8.728937111688342,13.256006061712052,1017,764,,,,
3,True,y_t+5min,0.9,CQR,0.9085545722713864,6.262392435718897,10.67858026622382,1017,764,0.8779761904761905,0.933531746031746,0.0,0.0
3,True,y_t+5min,0.9,ACQR,0.895771878072763,6.898073911330826,10.18610202668997,1017,764,0.878968253968254,0.9117063492063492,0.0,0.0
3,True,y_t+5min,0.95,CQR,0.9459193706981318,7.796148961304134,13.561206717682266,1017,764,,,0.0,0.0
3,True,y_t+5min,0.95,ACQR,0.9459193706981318,8.757453216790898,12.932453273433918,1017,764,,,0.0,0.0
3,True,y_t+15min,0.8,split-CP,0.8344827586206897,11.554033104119922,20.331085896292173,1015,760,,,,
3,True,y_t+15min,0.8,ACI,0.7891625615763547,10.79939984007053,18.151408085018428,1015,760,,,,
3,True,y_t+15min,0.85,split-CP,0.8679802955665025,13.396884482849709,23.16123672684732,1015,760,,,,
3,True,y_t+15min,0.85,ACI,0.8374384236453202,12.95418939278656,20.807727410385333,1015,760,,,,
3,True,y_t+15min,0.9,split-CP,0.9004926108374385,16.435103194242355,27.41520160741466,1015,760,0.8591269841269841,0.9365079365079364,,
3,True,y_t+15min,0.9,ACI,0.8876847290640394,15.11788203045814,23.69404855495717,1015,760,0.8591269841269841,0.9126984126984128,,
3,True,y_t+15min,0.95,split-CP,0.9389162561576356,21.80228048788012,34.56795815121294,1015,760,,,,
3,True,y_t+15min,0.95,ACI,0.9339901477832512,19.723157397842986,31.3680135336794,1015,760,,,,
3,True,y_t+15min,0.9,CQR,0.8817733990147784,13.494300006783837,25.349882616313288,1015,760,0.8373015873015873,0.91765873015873,0.0,0.0
3,True,y_t+15min,0.9,ACQR,0.8886699507389163,16.067873081649207,24.783859147917283,1015,760,0.8670634920634921,0.9087301587301588,0.0,0.0
3,True,y_t+15min,0.95,CQR,0.9261083743842364,17.738016160319308,32.360281109283626,1015,760,,,0.0,0.0
3,True,y_t+15min,0.95,ACQR,0.934975369458128,21.118308069953564,31.225307080425072,1015,760,,,0.0,0.0
3,True,y_t+30min,0.8,split-CP,0.8191699604743083,17.401987495131184,31.68918150544413,1012,754,,,,
3,True,y_t+30min,0.8,ACI,0.775691699604743,18.608269569406144,30.828924214422404,1012,754,,,,
3,True,y_t+30min,0.85,split-CP,0.8646245059288538,22.018596531927745,36.07357766725646,1012,754,,,,
3,True,y_t+30min,0.85,ACI,0.8280632411067194,20.44333628280845,33.49041474916369,1012,754,,,,
3,True,y_t+30min,0.9,split-CP,0.91600790513834,27.976064596861463,41.89688267435198,1012,754,0.8740079365079365,0.9503968253968254,,
3,True,y_t+30min,0.9,ACI,0.8725296442687747,24.64230469034792,41.02465338055036,1012,754,0.8333333333333334,0.9067460317460316,,
3,True,y_t+30min,0.95,split-CP,0.9476284584980236,34.43114375738492,53.071984669327605,1012,754,,,,
3,True,y_t+30min,0.95,ACI,0.9229249011857708,33.33584031247563,49.37743441514893,1012,754,,,,
3,True,y_t+30min,0.9,CQR,0.8527667984189723,21.677690575032543,43.344671496324224,1012,754,0.8015873015873016,0.9007936507936508,0.0,0.0
3,True,y_t+30min,0.9,ACQR,0.8685770750988142,27.799455944644155,41.58390208578544,1012,754,0.8363095238095238,0.9017857142857144,0.0,0.0
3,True,y_t+30min,0.95,CQR,0.9298418972332017,33.8745476983273,53.59126092676864,1012,754,,,0.0,3.0
3,True,y_t+30min,0.95,ACQR,0.9140316205533596,36.26161369998815,58.29627089957251,1012,754,,,0.0,3.0
4,True,y_t+5min,0.8,split-CP,0.8436578171091446,6.979054223699665,11.401426669983197,1017,764,,,,
4,True,y_t+5min,0.8,ACI,0.7974434611602753,6.072672415224529,10.242273225345256,1017,764,,,,
4,True,y_t+5min,0.85,split-CP,0.8790560471976401,8.301991621274313,12.94541688072055,1017,764,,,,
4,True,y_t+5min,0.85,ACI,0.8475909537856441,7.324059948968872,11.739293178235208,1017,764,,,,
4,True,y_t+5min,0.9,split-CP,0.9321533923303836,10.630945854338652,15.340843167593889,1017,764,0.9007936507936508,0.9593253968253967,,
4,True,y_t+5min,0.9,ACI,0.8977384464110127,9.029304666117596,13.972537629028537,1017,764,0.8680555555555556,0.9226190476190476,,
4,True,y_t+5min,0.95,split-CP,0.9773844641101278,16.380628328989186,20.76183451455132,1017,764,,,,
4,True,y_t+5min,0.95,ACI,0.9478859390363816,11.575523412360065,17.863808231805155,1017,764,,,,
4,True,y_t+5min,0.9,CQR,0.9262536873156342,8.411307113632386,12.379753784788978,1017,764,0.9047619047619048,0.9474206349206348,0.0,0.0
4,True,y_t+5min,0.9,ACQR,0.8987217305801377,8.085795684186126,12.301513466907473,1017,764,0.8829365079365079,0.9126984126984128,0.0,0.0
4,True,y_t+5min,0.95,CQR,0.9655850540806292,11.506090208895236,16.51624058446841,1017,764,,,0.0,2.0
4,True,y_t+5min,0.95,ACQR,0.9469026548672568,11.5220004282535,17.022236636531904,1017,764,,,0.0,2.0
4,True,y_t+15min,0.8,split-CP,0.8758620689655172,17.637936067513028,24.85574046440241,1015,760,,,,
4,True,y_t+15min,0.8,ACI,0.7940886699507389,13.373048511031024,23.04189371003017,1015,760,,,,
4,True,y_t+15min,0.85,split-CP,0.9133004926108376,20.88313913264716,28.20443004079028,1015,760,,,,
4,True,y_t+15min,0.85,ACI,0.8433497536945813,16.145914820442282,26.940090734718364,1015,760,,,,
4,True,y_t+15min,0.9,split-CP,0.9586206896551724,27.18944717927576,33.83328625973553,1015,760,0.941468253968254,0.9751984126984128,,
4,True,y_t+15min,0.9,ACI,0.8906403940886699,20.662698053369727,33.09062570070871,1015,760,0.8611111111111112,0.91765873015873,,
4,True,y_t+15min,0.95,split-CP,0.9802955665024632,35.89348251889057,44.107904991327786,1015,760,,,,
4,True,y_t+15min,0.95,ACI,0.9379310344827586,26.32531608117297,43.121134765316775,1015,760,,,,
4,True,y_t+15min,0.9,CQR,0.9270935960591132,19.0514673363069,28.23807538060837,1015,760,0.9057043650793648,0.9513888888888888,2.0,2.0
4,True,y_t+15min,0.9,ACQR,0.8896551724137931,21.19535347530156,31.7810370839707,1015,760,0.873015873015873,0.9117063492063492,2.0,2.0
4,True,y_t+15min,0.95,CQR,0.9763546798029556,27.8204088591149,37.34596679166413,1015,760,,,2.0,6.0
4,True,y_t+15min,0.95,ACQR,0.9320197044334976,26.2262362261112,40.26708227250322,1015,760,,,2.0,6.0
4,True,y_t+30min,0.8,split-CP,0.9011857707509882,32.11497423367879,40.63034894707475,1012,754,,,,
4,True,y_t+30min,0.8,ACI,0.782608695652174,24.24623951622086,40.70328930454205,1012,754,,,,
4,True,y_t+30min,0.85,split-CP,0.9268774703557312,37.27864471222672,45.464931592098914,1012,754,,,,
4,True,y_t+30min,0.85,ACI,0.8290513833992095,28.05034148994016,45.65308666945194,1012,754,,,,
4,True,y_t+30min,0.9,split-CP,0.958498023715415,46.656486788052746,53.740868624010666,1012,754,0.935515873015873,0.98015873015873,,
4,True,y_t+30min,0.9,ACI,0.8715415019762845,34.88233009370528,54.117238399280666,1012,754,0.8382936507936508,0.9037698412698412,,
4,True,y_t+30min,0.95,split-CP,0.984189723320158,67.97680111551,70.63567486856853,1012,754,,,,
4,True,y_t+30min,0.95,ACI,0.9258893280632412,40.01122250334591,69.81427803599881,1012,754,,,,
4,True,y_t+30min,0.9,CQR,0.9426877470355732,35.00552472385111,46.43781551698675,1012,754,0.9166666666666666,0.9672619047619048,4.0,5.0
4,True,y_t+30min,0.9,ACQR,0.8715415019762845,33.72960943716011,48.67013149791684,1012,754,0.8471726190476189,0.8968253968253969,4.0,5.0
4,True,y_t+30min,0.95,CQR,0.9812252964426876,57.53946185237533,64.06019708221504,1012,754,,,1.0,5.0
4,True,y_t+30min,0.95,ACQR,0.91600790513834,41.77168817523621,64.72719678786898,1012,754,,,1.0,5.0
5,True,y_t+5min,0.8,split-CP,0.8377581120943953,5.085952380952335,8.624178647338669,1017,764,,,,
5,True,y_t+5min,0.8,ACI,0.7964601769911505,4.718563824754584,7.751783755248359,1017,764,,,,
5,True,y_t+5min,0.85,split-CP,0.8898721730580138,6.300380952380972,9.93336377099963,1017,764,,,,
5,True,y_t+5min,0.85,ACI,0.8466076696165191,5.265110933041615,8.756350934830612,1017,764,,,,
5,True,y_t+5min,0.9,split-CP,0.91937069813176,7.600658730158732,11.831243933221812,1017,764,0.8928571428571429,0.9464285714285714,,
5,True,y_t+5min,0.9,ACI,0.8947885939036382,6.451917459966381,10.339695892157303,1017,764,0.8630952380952381,0.9196428571428572,,
5,True,y_t+5min,0.95,split-CP,0.960668633235005,10.438400793650771,15.45115344305536,1017,764,,,,
5,True,y_t+5min,0.95,ACI,0.9429695181907572,8.59095798251059,13.72180480585004,1017,764,,,,
5,True,y_t+5min,0.9,CQR,0.9360865290068828,6.869261149034033,10.088193429737846,1017,764,0.9196428571428572,0.953373015873016,4.0,4.0
5,True,y_t+5min,0.9,ACQR,0.8977384464110127,6.280452447086375,10.093020451746506,1017,764,0.878968253968254,0.9146825396825397,4.0,4.0
5,True,y_t+5min,0.95,CQR,0.95968534906588,9.880188545527933,14.711397421453306,1017,764,,,0.0,0.0
5,True,y_t+5min,0.95,ACQR,0.9449360865290068,9.884420766812376,14.40522273953228,1017,764,,,0.0,0.0
5,True,y_t+15min,0.8,split-CP,0.8,10.07289682539681,20.054384054004743,1015,760,,,,
5,True,y_t+15min,0.8,ACI,0.7911330049261084,10.769724206745634,19.7128960209741,1015,760,,,,
5,True,y_t+15min,0.85,split-CP,0.8472906403940886,12.302253968254034,23.031225903574008,1015,760,,,,
5,True,y_t+15min,0.85,ACI,0.8374384236453202,13.101351675217682,23.39217892708763,1015,760,,,,
5,True,y_t+15min,0.9,split-CP,0.8945812807881773,15.060436507936402,27.580129305013543,1015,760,0.8640873015873016,0.9265873015873016,,
5,True,y_t+15min,0.9,ACI,0.8837438423645321,15.38673305883133,27.5220916410446,1015,760,0.8511904761904762,0.9107142857142856,,
5,True,y_t+15min,0.95,split-CP,0.9330049261083744,19.301645502645545,37.24452073633352,1015,760,,,,
5,True,y_t+15min,0.95,ACI,0.9310344827586208,20.688382150125,38.88192872797698,1015,760,,,,
5,True,y_t+15min,0.9,CQR,0.9339901477832512,16.285559527822606,24.268642364026803,1015,760,0.91765873015873,0.9563492063492064,0.0,8.0
5,True,y_t+15min,0.9,ACQR,0.8896551724137931,16.661709370791616,25.67146138149503,1015,760,0.871031746031746,0.9087301587301588,0.0,8.0
5,True,y_t+15min,0.95,CQR,0.9458128078817734,19.546656129606056,35.18693269697067,1015,760,,,0.0,0.0
5,True,y_t+15min,0.95,ACQR,0.929064039408867,22.915203323769155,38.65885331810037,1015,760,,,0.0,0.0
5,True,y_t+30min,0.8,split-CP,0.8201581027667985,17.123718308865122,33.48605525350753,1012,754,,,,
5,True,y_t+30min,0.8,ACI,0.7816205533596838,21.77786690304469,37.89276389223756,1012,754,,,,
5,True,y_t+30min,0.85,split-CP,0.8616600790513834,20.661456920721218,38.79523487013411,1012,754,,,,
5,True,y_t+30min,0.85,ACI,0.8260869565217391,23.81960365461575,42.50862600172143,1012,754,,,,
5,True,y_t+30min,0.9,split-CP,0.8873517786561265,23.88280803963553,47.04447036702725,1012,754,0.8441964285714284,0.9246031746031746,,
5,True,y_t+30min,0.9,ACI,0.8705533596837944,28.3524023311042,53.343736066124265,1012,754,0.8373015873015873,0.8998015873015873,,
5,True,y_t+30min,0.95,split-CP,0.9189723320158104,29.24913584015624,65.2310681078655,1012,754,,,,
5,True,y_t+30min,0.95,ACI,0.9150197628458498,35.4102513745102,74.35703754990952,1012,754,,,,
5,True,y_t+30min,0.9,CQR,0.9120553359683794,24.64407856789132,37.24174399481471,1012,754,0.8779761904761905,0.9384920634920636,0.0,3.0
5,True,y_t+30min,0.9,ACQR,0.8754940711462451,26.67085065480149,41.88649324851238,1012,754,0.8402777777777778,0.9047619047619048,0.0,3.0
5,True,y_t+30min,0.95,CQR,0.9614624505928854,34.46337454307447,51.57869624583861,1012,754,,,0.0,0.0
5,True,y_t+30min,0.95,ACQR,0.9258893280632412,33.604863352696626,56.17688315325501,1012,754,,,0.0,0.0
6,True,y_t+5min,0.8,split-CP,0.8023598820058997,3.055909090909097,5.255462719388481,1017,764,,,,
6,True,y_t+5min,0.8,ACI,0.799410029498525,3.1210736111051984,5.020140094759932,1017,764,,,,
6,True,y_t+5min,0.85,split-CP,0.8525073746312685,3.549434373585555,5.905222050892404,1017,764,,,,
6,True,y_t+5min,0.85,ACI,0.8485742379547689,3.689254537402399,5.6365871674439765,1017,764,,,,
6,True,y_t+5min,0.9,split-CP,0.8938053097345132,4.1167953422765455,6.928237972445813,1017,764,0.8650793650793651,0.9226190476190476,,
6,True,y_t+5min,0.9,ACI,0.8967551622418879,4.631795360012543,6.305233856037075,1017,764,0.8799603174603174,0.9107142857142856,,
6,True,y_t+5min,0.95,split-CP,0.9508357915437562,5.756185507093692,8.858374357247143,1017,764,,,,
6,True,y_t+5min,0.95,ACI,0.943952802359882,5.954694114259135,7.75809755447673,1017,764,,,,
6,True,y_t+5min,0.9,CQR,0.8908554572271387,3.842086933766857,6.511485552160909,1017,764,0.8650793650793651,0.9136904761904762,0.0,0.0
6,True,y_t+5min,0.9,ACQR,0.8967551622418879,4.515365290943064,6.238579853753482,1017,764,0.8839285714285714,0.9087301587301588,0.0,0.0
6,True,y_t+5min,0.95,CQR,0.9223205506391348,4.7714382165864455,8.544365859571123,1017,764,,,0.0,0.0
6,True,y_t+5min,0.95,ACQR,0.9449360865290068,6.403837759157541,8.221262861567077,1017,764,,,0.0,0.0
6,True,y_t+15min,0.8,split-CP,0.7852216748768472,6.14991666666667,11.165570439321671,1015,760,,,,
6,True,y_t+15min,0.8,ACI,0.7940886699507389,6.905129908041237,10.939488771126705,1015,760,,,,
6,True,y_t+15min,0.85,split-CP,0.8354679802955665,7.058547619047616,12.605892287090152,1015,760,,,,
6,True,y_t+15min,0.85,ACI,0.8403940886699507,7.982342183386764,12.15416353159399,1015,760,,,,
6,True,y_t+15min,0.9,split-CP,0.8945812807881773,8.478773809523801,14.968359711944684,1015,760,0.8551587301587301,0.9285714285714286,,
6,True,y_t+15min,0.9,ACI,0.8876847290640394,9.319353210737448,13.943467931721628,1015,760,0.8640873015873016,0.9077380952380952,,
6,True,y_t+15min,0.95,split-CP,0.934975369458128,10.664665255297516,20.03145350372123,1015,760,,,,
6,True,y_t+15min,0.95,ACI,0.9379310344827586,11.714340805190066,19.63628536929226,1015,760,,,,
6,True,y_t+15min,0.9,CQR,0.8926108374384236,8.163745723297184,13.781341861408505,1015,760,0.8630952380952381,0.9196428571428572,0.0,0.0
6,True,y_t+15min,0.9,ACQR,0.8916256157635468,9.873405738997176,14.9707131037271,1015,760,0.871031746031746,0.9067956349206342,0.0,0.0
6,True,y_t+15min,0.95,CQR,0.9251231527093596,9.338333023549083,17.962609054368823,1015,760,,,0.0,0.0
6,True,y_t+15min,0.95,ACQR,0.930049261083744,13.059131057372488,20.58881126491771,1015,760,,,0.0,0.0
6,True,y_t+30min,0.8,split-CP,0.7776679841897233,8.152111111111111,16.71585798914947,1012,754,,,,
6,True,y_t+30min,0.8,ACI,0.7875494071146245,9.821263561880974,17.27167454846809,1012,754,,,,
6,True,y_t+30min,0.85,split-CP,0.8458498023715415,10.152302910052914,19.074439129676406,1012,754,,,,
6,True,y_t+30min,0.85,ACI,0.8280632411067194,12.494276686978072,20.815754457150323,1012,754,,,,
6,True,y_t+30min,0.9,split-CP,0.8883399209486166,11.90582539682539,23.05311360374024,1012,754,0.8472222222222222,0.9275793650793652,,
6,True,y_t+30min,0.9,ACI,0.8745059288537549,14.305968895568787,24.71156843400524,1012,754,0.8442460317460317,0.8988095238095238,,
6,True,y_t+30min,0.95,split-CP,0.9219367588932806,14.29032862887414,32.09957734449075,1012,754,,,,
6,True,y_t+30min,0.95,ACI,0.9209486166007904,18.2598220365922,32.97665851828758,1012,754,,,,
6,True,y_t+30min,0.9,CQR,0.8616600790513834,10.037909650999296,21.40622018866022,1012,754,0.8244047619047619,0.8958333333333334,0.0,0.0
6,True,y_t+30min,0.9,ACQR,0.8715415019762845,15.068130371102136,25.73120501043997,1012,754,0.8412698412698413,0.8938492063492064,0.0,0.0
6,True,y_t+30min,0.95,CQR,0.900197628458498,12.05260580396049,31.370271293799828,1012,754,,,0.0,0.0
6,True,y_t+30min,0.95,ACQR,0.9209486166007904,18.059607191518488,34.67615197319029,1012,754,,,0.0,0.0
7,True,y_t+5min,0.8,split-CP,0.7433628318584071,13.43288095238097,27.9529910326754,1017,764,,,,
7,True,y_t+5min,0.8,ACI,0.7984267453294002,17.582014568691804,25.80344761314108,1017,764,,,,
7,True,y_t+5min,0.85,split-CP,0.7895771878072763,16.3122896825397,31.21975422905208,1017,764,,,,
7,True,y_t+5min,0.85,ACI,0.8466076696165191,20.83674283772784,28.895518117524105,1017,764,,,,
7,True,y_t+5min,0.9,split-CP,0.8603736479842674,20.68746031746032,35.49833656838082,1017,764,0.8194444444444444,0.8938492063492064,,
7,True,y_t+5min,0.9,ACI,0.8967551622418879,24.183152010795567,31.80915911678548,1017,764,0.876984126984127,0.9117063492063492,,
7,True,y_t+5min,0.95,split-CP,0.9144542772861356,26.283857142857187,43.851176570215856,1017,764,,,,
7,True,y_t+5min,0.95,ACI,0.943952802359882,30.31914286445555,40.17817641057364,1017,764,,,,
7,True,y_t+5min,0.9,CQR,0.8623402163225172,17.967403469660056,29.29054765103915,1017,764,0.8313492063492064,0.8859126984126984,0.0,0.0
7,True,y_t+5min,0.9,ACQR,0.8987217305801377,22.149668684066963,28.95076173035569,1017,764,0.8839285714285714,0.9097222222222222,0.0,0.0
7,True,y_t+5min,0.95,CQR,0.9242871189773844,23.2250274565712,35.857404693754525,1017,764,,,0.0,0.0
7,True,y_t+5min,0.95,ACQR,0.9449360865290068,26.973010527013336,36.27017495431837,1017,764,,,0.0,0.0
7,True,y_t+15min,0.8,split-CP,0.6955665024630542,31.107444444444468,71.04212324748775,1015,760,,,,
7,True,y_t+15min,0.8,ACI,0.7891625615763547,47.03935699903089,69.10309195532619,1015,760,,,,
7,True,y_t+15min,0.85,split-CP,0.7576354679802956,37.18232539682537,79.47209051220631,1015,760,,,,
7,True,y_t+15min,0.85,ACI,0.8354679802955665,52.78073145162628,75.97781914377966,1015,760,,,,
7,True,y_t+15min,0.9,split-CP,0.8364532019704434,47.24847222222223,90.93409319976683,1015,760,0.7867063492063492,0.875,,
7,True,y_t+15min,0.9,ACI,0.8837438423645321,61.34972485725368,83.39631109495322,1015,760,0.8571428571428571,0.9037698412698412,,
7,True,y_t+15min,0.95,split-CP,0.8817733990147784,57.54719047619051,114.86490090205356,1015,760,,,,
7,True,y_t+15min,0.95,ACI,0.9330049261083744,73.40779012811673,101.31761942744356,1015,760,,,,
7,True,y_t+15min,0.9,CQR,0.8384236453201971,44.96671479418433,74.18462903908338,1015,760,0.7936507936507936,0.8740079365079365,0.0,0.0
7,True,y_t+15min,0.9,ACQR,0.8837438423645321,54.87039376315635,71.6414882541941,1015,760,0.8581349206349206,0.9017857142857144,0.0,0.0
